Date	HRRID	Qlat
1	1	1.099809526
1	2	1.099809526
1	3	1.099809526
1	4	1.099809526
1	5	1.099809526
1	6	1.099809526
1	7	1.099809526
1	8	1.099809526
1	9	1.099809526
1	10	1.099809526
1	11	1.099809526
1	12	1.099809526
1	13	1.099809526
1	14	1.099809526
1	15	1.099809526
1	16	1.099809526
1	17	1.099809526
1	18	1.099809526
1	19	1.099809526
1	20	1.099809526
1	21	1.099809526
1	22	1.099809526
1	23	1.099809526
1	24	1.099809526
1	25	1.099809526
1	26	1.099809526
1	27	1.099809526
1	28	1.099809526
1	29	1.099809526
1	30	0.685346482
1	31	1.099809526
1	32	23.00405395
1	33	1.099809526
1	34	12.52293755
1	35	1.099809526
1	36	1.099809526
1	37	1.099809526
1	38	1.099809526
1	39	1.099809526
1	40	1.099809526
1	41	1.099809526
1	42	1.099809526
1	43	1.099809526
1	44	1.099809526
1	45	1.099809526
1	46	1.099809526
1	47	1.099809526
1	48	1.099809526
1	49	1.099809526
1	50	1.099809526
1	51	1.099809526
1	52	1.099809526
1	53	1.099809526
1	54	1.099809526
1	55	1.099809526
1	56	1.099809526
1	57	1.099809526
1	58	1.099809526
2	1	1.099809526
2	2	1.099809526
2	3	1.099809526
2	4	1.099809526
2	5	1.099809526
2	6	1.099809526
2	7	1.099809526
2	8	1.099809526
2	9	1.099809526
2	10	1.099809526
2	11	1.099809526
2	12	1.099809526
2	13	1.099809526
2	14	1.099809526
2	15	1.099809526
2	16	1.099809526
2	17	1.099809526
2	18	1.099809526
2	19	1.099809526
2	20	1.099809526
2	21	1.099809526
2	22	1.099809526
2	23	1.099809526
2	24	1.099809526
2	25	1.099809526
2	26	1.099809526
2	27	1.099809526
2	28	1.099809526
2	29	1.099809526
2	30	1.099809526
2	31	1.099809526
2	32	1.099809526
2	33	1.099809526
2	34	1.099809526
2	35	1.099809526
2	36	1.099809526
2	37	1.099809526
2	38	1.099809526
2	39	1.099809526
2	40	1.099809526
2	41	1.099809526
2	42	1.099809526
2	43	1.099809526
2	44	1.099809526
2	45	1.099809526
2	46	1.099809526
2	47	1.099809526
2	48	1.099809526
2	49	1.099809526
2	50	1.099809526
2	51	1.099809526
2	52	1.099809526
2	53	1.099809526
2	54	1.099809526
2	55	1.099809526
2	56	1.099809526
2	57	1.099809526
2	58	1.099809526
3	1	1.099809526
3	2	1.099809526
3	3	1.099809526
3	4	1.099809526
3	5	1.099809526
3	6	1.099809526
3	7	1.099809526
3	8	1.099809526
3	9	1.099809526
3	10	1.099809526
3	11	1.099809526
3	12	1.099809526
3	13	1.099809526
3	14	1.099809526
3	15	1.099809526
3	16	1.099809526
3	17	1.099809526
3	18	1.099809526
3	19	1.099809526
3	20	1.099809526
3	21	1.099809526
3	22	1.099809526
3	23	1.099809526
3	24	1.099809526
3	25	1.099809526
3	26	1.099809526
3	27	1.099809526
3	28	1.099809526
3	29	1.099809526
3	30	1.099809526
3	31	1.099809526
3	32	1.099809526
3	33	1.099809526
3	34	1.099809526
3	35	1.099809526
3	36	1.099809526
3	37	1.099809526
3	38	1.099809526
3	39	1.099809526
3	40	1.099809526
3	41	1.099809526
3	42	1.099809526
3	43	1.099809526
3	44	1.099809526
3	45	1.099809526
3	46	1.099809526
3	47	1.099809526
3	48	1.099809526
3	49	1.099809526
3	50	1.099809526
3	51	1.099809526
3	52	1.099809526
3	53	1.099809526
3	54	1.099809526
3	55	1.099809526
3	56	1.099809526
3	57	1.099809526
3	58	1.099809526
4	1	1.099809526
4	2	1.099809526
4	3	1.099809526
4	4	1.099809526
4	5	1.099809526
4	6	1.099809526
4	7	1.099809526
4	8	1.099809526
4	9	1.099809526
4	10	1.099809526
4	11	1.099809526
4	12	1.099809526
4	13	1.099809526
4	14	1.099809526
4	15	1.099809526
4	16	1.099809526
4	17	1.099809526
4	18	1.099809526
4	19	1.099809526
4	20	1.099809526
4	21	1.099809526
4	22	1.099809526
4	23	1.099809526
4	24	1.099809526
4	25	1.099809526
4	26	1.099809526
4	27	1.099809526
4	28	1.099809526
4	29	1.099809526
4	30	1.099809526
4	31	1.099809526
4	32	1.099809526
4	33	1.099809526
4	34	1.099809526
4	35	1.099809526
4	36	1.099809526
4	37	1.099809526
4	38	1.099809526
4	39	1.099809526
4	40	1.099809526
4	41	1.099809526
4	42	1.099809526
4	43	1.099809526
4	44	1.099809526
4	45	1.099809526
4	46	1.099809526
4	47	1.099809526
4	48	1.099809526
4	49	1.099809526
4	50	1.099809526
4	51	1.099809526
4	52	0.06030235
4	53	0.055985247
4	54	0.054254211
4	55	1.099809526
4	56	1.099809526
4	57	1.099809526
4	58	1.099809526
5	1	1.099809526
5	2	1.099809526
5	3	1.099809526
5	4	1.099809526
5	5	1.099809526
5	6	1.099809526
5	7	1.099809526
5	8	1.099809526
5	9	1.099809526
5	10	1.099809526
5	11	1.099809526
5	12	1.099809526
5	13	1.099809526
5	14	1.099809526
5	15	1.099809526
5	16	1.099809526
5	17	1.099809526
5	18	1.099809526
5	19	1.099809526
5	20	1.099809526
5	21	1.099809526
5	22	1.099809526
5	23	1.099809526
5	24	1.099809526
5	25	1.099809526
5	26	1.099809526
5	27	1.099809526
5	28	1.099809526
5	29	1.099809526
5	30	1.099809526
5	31	1.099809526
5	32	1.099809526
5	33	1.099809526
5	34	1.099809526
5	35	1.099809526
5	36	1.099809526
5	37	1.099809526
5	38	1.099809526
5	39	1.099809526
5	40	1.099809526
5	41	1.099809526
5	42	1.099809526
5	43	1.099809526
5	44	1.099809526
5	45	1.099809526
5	46	1.099809526
5	47	1.099809526
5	48	1.099809526
5	49	1.099809526
5	50	1.099809526
5	51	1.099809526
5	52	1.099809526
5	53	1.099809526
5	54	1.099809526
5	55	1.099809526
5	56	1.099809526
5	57	1.099809526
5	58	1.099809526
6	1	1.099809526
6	2	1.099809526
6	3	1.099809526
6	4	1.099809526
6	5	1.099809526
6	6	1.099809526
6	7	1.099809526
6	8	1.099809526
6	9	1.099809526
6	10	1.099809526
6	11	1.099809526
6	12	1.099809526
6	13	1.099809526
6	14	1.099809526
6	15	1.099809526
6	16	1.099809526
6	17	1.099809526
6	18	1.099809526
6	19	1.099809526
6	20	1.099809526
6	21	1.099809526
6	22	1.099809526
6	23	1.099809526
6	24	1.099809526
6	25	1.099809526
6	26	1.099809526
6	27	1.099809526
6	28	1.099809526
6	29	1.099809526
6	30	1.099809526
6	31	1.099809526
6	32	1.099809526
6	33	1.099809526
6	34	1.099809526
6	35	1.099809526
6	36	1.099809526
6	37	1.099809526
6	38	1.099809526
6	39	1.099809526
6	40	1.099809526
6	41	1.099809526
6	42	1.099809526
6	43	1.099809526
6	44	1.099809526
6	45	1.099809526
6	46	1.099809526
6	47	1.099809526
6	48	1.099809526
6	49	1.099809526
6	50	1.099809526
6	51	1.099809526
6	52	1.099809526
6	53	1.099809526
6	54	1.099809526
6	55	1.099809526
6	56	1.099809526
6	57	0.054450499
6	58	0.066063316
7	1	1.099809526
7	2	1.099809526
7	3	1.099809526
7	4	1.099809526
7	5	1.099809526
7	6	1.099809526
7	7	1.099809526
7	8	1.099809526
7	9	1.099809526
7	10	1.099809526
7	11	1.099809526
7	12	1.099809526
7	13	1.099809526
7	14	1.099809526
7	15	1.099809526
7	16	1.099809526
7	17	1.099809526
7	18	1.099809526
7	19	1.099809526
7	20	1.099809526
7	21	1.099809526
7	22	1.099809526
7	23	1.099809526
7	24	1.849932643
7	25	1.099809526
7	26	1.099809526
7	27	1.413556251
7	28	1.099809526
7	29	1.099809526
7	30	1.099809526
7	31	1.099809526
7	32	1.099809526
7	33	1.099809526
7	34	1.099809526
7	35	1.099809526
7	36	1.099809526
7	37	1.099809526
7	38	1.099809526
7	39	1.099809526
7	40	1.099809526
7	41	1.099809526
7	42	1.099809526
7	43	1.099809526
7	44	1.099809526
7	45	1.099809526
7	46	1.099809526
7	47	1.099809526
7	48	1.099809526
7	49	1.099809526
7	50	1.099809526
7	51	1.099809526
7	52	1.099809526
7	53	1.099809526
7	54	1.099809526
7	55	1.099809526
7	56	1.099809526
7	57	1.099809526
